country_region_numeric,country_region,country_agg,region_agg,region_id,shape_from,description
3336,Tunisia ~ Manubah,Tunisia,Manubah,TUN.13_1,GID_1,
3337,Tunisia ~ Médenine,Tunisia,Médenine,TUN.14_1,GID_1,
3338,Tunisia ~ Monastir,Tunisia,Monastir,TUN.15_1,GID_1,
3339,Tunisia ~ Nabeul,Tunisia,Nabeul,TUN.16_1,GID_1,
3340,Tunisia ~ Sfax,Tunisia,Sfax,TUN.17_1,GID_1,
3341,Tunisia ~ Sidi Bou Zid,Tunisia,Sidi Bou Zid,TUN.18_1,GID_1,
3342,Tunisia ~ Siliana,Tunisia,Siliana,TUN.19_1,GID_1,
3343,Tunisia ~ Sousse,Tunisia,Sousse,TUN.20_1,GID_1,
3344,Tunisia ~ Tataouine,Tunisia,Tataouine,TUN.21_1,GID_1,
3345,Tunisia ~ Tozeur,Tunisia,Tozeur,TUN.22_1,GID_1,
3346,Tunisia ~ Tunis,Tunisia,Tunis,TUN.23_1,GID_1,
3347,Tunisia ~ Zaghouan,Tunisia,Zaghouan,TUN.24_1,GID_1,
3348,Turkey,Turkey,,TUR,GID_0,
3349,Turkey ~ Adana,Turkey,Adana,TUR.1_1,GID_1,
3350,Turkey ~ Adiyaman,Turkey,Adiyaman,TUR.2_1,GID_1,
3351,Turkey ~ Afyon,Turkey,Afyon,TUR.3_1,GID_1,
3352,Turkey ~ Agri,Turkey,Agri,TUR.4_1,GID_1,
3353,Turkey ~ Aksaray,Turkey,Aksaray,TUR.5_1,GID_1,
3354,Turkey ~ Amasya,Turkey,Amasya,TUR.6_1,GID_1,
3355,Turkey ~ Ankara,Turkey,Ankara,TUR.7_1,GID_1,
3356,Turkey ~ Antalya,Turkey,Antalya,TUR.8_1,GID_1,
3357,Turkey ~ Ardahan,Turkey,Ardahan,TUR.9_1,GID_1,
3358,Turkey ~ Artvin,Turkey,Artvin,TUR.10_1,GID_1,
3359,Turkey ~ Aydin,Turkey,Aydin,TUR.11_1,GID_1,
3360,Turkey ~ Balikesir,Turkey,Balikesir,TUR.12_1,GID_1,
3361,Turkey ~ Bartın,Turkey,Bartın,TUR.13_1,GID_1,
3362,Turkey ~ Batman,Turkey,Batman,TUR.14_1,GID_1,
3363,Turkey ~ Bayburt,Turkey,Bayburt,TUR.15_1,GID_1,
3364,Turkey ~ Bilecik,Turkey,Bilecik,TUR.16_1,GID_1,
3365,Turkey ~ Bingöl,Turkey,Bingöl,TUR.17_1,GID_1,
3366,Turkey ~ Bitlis,Turkey,Bitlis,TUR.18_1,GID_1,
3367,Turkey ~ Bolu,Turkey,Bolu,TUR.19_1,GID_1,
3368,Turkey ~ Burdur,Turkey,Burdur,TUR.20_1,GID_1,
3369,Turkey ~ Bursa,Turkey,Bursa,TUR.21_1,GID_1,
3370,Turkey ~ Çanakkale,Turkey,Çanakkale,TUR.22_1,GID_1,
3371,Turkey ~ Çankiri,Turkey,Çankiri,TUR.23_1,GID_1,
3372,Turkey ~ Çorum,Turkey,Çorum,TUR.24_1,GID_1,
3373,Turkey ~ Denizli,Turkey,Denizli,TUR.25_1,GID_1,
3374,Turkey ~ Diyarbakir,Turkey,Diyarbakir,TUR.26_1,GID_1,
3375,Turkey ~ Düzce,Turkey,Düzce,TUR.27_1,GID_1,
3376,Turkey ~ Edirne,Turkey,Edirne,TUR.28_1,GID_1,
3377,Turkey ~ Elazığ,Turkey,Elazığ,TUR.29_1,GID_1,
3378,Turkey ~ Erzincan,Turkey,Erzincan,TUR.30_1,GID_1,
3379,Turkey ~ Erzurum,Turkey,Erzurum,TUR.31_1,GID_1,
3380,Turkey ~ Eskisehir,Turkey,Eskisehir,TUR.32_1,GID_1,
3381,Turkey ~ Gaziantep,Turkey,Gaziantep,TUR.33_1,GID_1,
3382,Turkey ~ Giresun,Turkey,Giresun,TUR.34_1,GID_1,
3383,Turkey ~ Gümüshane,Turkey,Gümüshane,TUR.35_1,GID_1,
3384,Turkey ~ Hakkari,Turkey,Hakkari,TUR.36_1,GID_1,
3385,Turkey ~ Hatay,Turkey,Hatay,TUR.37_1,GID_1,
3386,Turkey ~ Iğdır,Turkey,Iğdır,TUR.38_1,GID_1,
3387,Turkey ~ Isparta,Turkey,Isparta,TUR.39_1,GID_1,
3388,Turkey ~ Istanbul,Turkey,Istanbul,TUR.40_1,GID_1,
3389,Turkey ~ Izmir,Turkey,Izmir,TUR.41_1,GID_1,
3390,Turkey ~ K. Maras,Turkey,K. Maras,TUR.42_1,GID_1,
3391,Turkey ~ Karabük,Turkey,Karabük,TUR.43_1,GID_1,
3392,Turkey ~ Karaman,Turkey,Karaman,TUR.44_1,GID_1,
3393,Turkey ~ Kars,Turkey,Kars,TUR.45_1,GID_1,
3394,Turkey ~ Kastamonu,Turkey,Kastamonu,TUR.46_1,GID_1,
3395,Turkey ~ Kayseri,Turkey,Kayseri,TUR.47_1,GID_1,
3396,Turkey ~ Kilis,Turkey,Kilis,TUR.48_1,GID_1,
3397,Turkey ~ Kinkkale,Turkey,Kinkkale,TUR.49_1,GID_1,
3398,Turkey ~ Kirklareli,Turkey,Kirklareli,TUR.50_1,GID_1,
3399,Turkey ~ Kirsehir,Turkey,Kirsehir,TUR.51_1,GID_1,
3400,Turkey ~ Kocaeli,Turkey,Kocaeli,TUR.52_1,GID_1,
3401,Turkey ~ Konya,Turkey,Konya,TUR.53_1,GID_1,
3402,Turkey ~ Kütahya,Turkey,Kütahya,TUR.54_1,GID_1,
3403,Turkey ~ Malatya,Turkey,Malatya,TUR.55_1,GID_1,
3404,Turkey ~ Manisa,Turkey,Manisa,TUR.56_1,GID_1,
3405,Turkey ~ Mardin,Turkey,Mardin,TUR.57_1,GID_1,
3406,Turkey ~ Mersin,Turkey,Mersin,TUR.58_1,GID_1,
3407,Turkey ~ Mugla,Turkey,Mugla,TUR.59_1,GID_1,
3408,Turkey ~ Mus,Turkey,Mus,TUR.60_1,GID_1,
3409,Turkey ~ Nevsehir,Turkey,Nevsehir,TUR.61_1,GID_1,
3410,Turkey ~ Nigde,Turkey,Nigde,TUR.62_1,GID_1,
3411,Turkey ~ Ordu,Turkey,Ordu,TUR.63_1,GID_1,
3412,Turkey ~ Osmaniye,Turkey,Osmaniye,TUR.64_1,GID_1,
3413,Turkey ~ Rize,Turkey,Rize,TUR.65_1,GID_1,
3414,Turkey ~ Sakarya,Turkey,Sakarya,TUR.66_1,GID_1,
3415,Turkey ~ Samsun,Turkey,Samsun,TUR.67_1,GID_1,
3416,Turkey ~ Sanliurfa,Turkey,Sanliurfa,TUR.68_1,GID_1,
3417,Turkey ~ Siirt,Turkey,Siirt,TUR.69_1,GID_1,
3418,Turkey ~ Sinop,Turkey,Sinop,TUR.70_1,GID_1,
3419,Turkey ~ Sirnak,Turkey,Sirnak,TUR.71_1,GID_1,
3420,Turkey ~ Sivas,Turkey,Sivas,TUR.72_1,GID_1,
3421,Turkey ~ Tekirdag,Turkey,Tekirdag,TUR.73_1,GID_1,
3422,Turkey ~ Tokat,Turkey,Tokat,TUR.74_1,GID_1,
3423,Turkey ~ Trabzon,Turkey,Trabzon,TUR.75_1,GID_1,
3424,Turkey ~ Tunceli,Turkey,Tunceli,TUR.76_1,GID_1,
3425,Turkey ~ Usak,Turkey,Usak,TUR.77_1,GID_1,
3426,Turkey ~ Van,Turkey,Van,TUR.78_1,GID_1,
3427,Turkey ~ Yalova,Turkey,Yalova,TUR.79_1,GID_1,
3428,Turkey ~ Yozgat,Turkey,Yozgat,TUR.80_1,GID_1,
3429,Turkey ~ Zinguldak,Turkey,Zinguldak,TUR.81_1,GID_1,
3430,Turkmenistan,Turkmenistan,,TKM,GID_0,
3431,Turkmenistan ~ Turkmenistan,Turkmenistan,Turkmenistan,TKM,GID_0,
3432,Turks and Caicos Islands,Turks and Caicos Islands,,TCA,GID_0,
3433,Turks and Caicos Islands ~ Grand Turk,Turks and Caicos Islands,Grand Turk,TCA.1_1,GID_1,
3434,Turks and Caicos Islands ~ Middle Caicos,Turks and Caicos Islands,Middle Caicos,TCA.2_1,GID_1,
3435,Turks and Caicos Islands ~ North Caicos,Turks and Caicos Islands,North Caicos,TCA.3_1,GID_1,
3436,Turks and Caicos Islands ~ Providenciales and West Caicos,Turks and Caicos Islands,Providenciales and West Caicos,TCA.4_1,GID_1,
3437,Turks and Caicos Islands ~ Salt Cay,Turks and Caicos Islands,Salt Cay,TCA.5_1,GID_1,
3438,Turks and Caicos Islands ~ South Caicos and East Caicos,Turks and Caicos Islands,South Caicos and East Caicos,TCA.6_1,GID_1,
3439,Tuvalu,Tuvalu,,TUV,GID_0,
3440,Tuvalu ~ Funafuti,Tuvalu,Funafuti,TUV.1_1,GID_1,
3441,Tuvalu ~ Nanumanga,Tuvalu,Nanumanga,TUV.2_1,GID_1,
3442,Tuvalu ~ Nanumea,Tuvalu,Nanumea,TUV.3_1,GID_1,
3443,Tuvalu ~ Niulakita,Tuvalu,Niulakita,TUV.4_1,GID_1,
3444,Tuvalu ~ Niutao,Tuvalu,Niutao,TUV.5_1,GID_1,
3445,Tuvalu ~ Nui,Tuvalu,Nui,TUV.6_1,GID_1,
3446,Tuvalu ~ Nukufetau,Tuvalu,Nukufetau,TUV.7_1,GID_1,
3447,Tuvalu ~ Nukulaelae,Tuvalu,Nukulaelae,TUV.8_1,GID_1,
3448,Tuvalu ~ Vaitupu,Tuvalu,Vaitupu,TUV.9_1,GID_1,
3449,Uganda,Uganda,,UGA,GID_0,
3450,Uganda ~ Central (Uganda),Uganda,Central (Uganda),UG1,UGA,ADM1_PCODE
3451,Uganda ~ Eastern (Uganda),Uganda,Eastern (Uganda),UG2,UGA,ADM1_PCODE
3452,Uganda ~ Northern (Uganda),Uganda,Northern (Uganda),UG3,UGA,ADM1_PCODE
3453,Uganda ~ Western (Uganda),Uganda,Western (Uganda),UG4,UGA,ADM1_PCODE
3454,Ukraine,Ukraine,,UKR,GID_0,
3455,Ukraine ~ Cherkasy,Ukraine,Cherkasy,UKR.1_1,GID_1,
3456,Ukraine ~ Chernihiv,Ukraine,Chernihiv,UKR.2_1,GID_1,
3457,Ukraine ~ Chernivtsi,Ukraine,Chernivtsi,UKR.3_1,GID_1,
3458,Ukraine ~ Crimea (Ukraine),Ukraine,Crimea (Ukraine),UKR.4_1,GID_1,
3459,Ukraine ~ Dnipropetrovs'k,Ukraine,Dnipropetrovs'k,UKR.5_1,GID_1,
3460,Ukraine ~ Donets'k,Ukraine,Donets'k,UKR.6_1,GID_1,
3461,Ukraine ~ Ivano-Frankivs'k,Ukraine,Ivano-Frankivs'k,UKR.7_1,GID_1,
3462,Ukraine ~ Kharkiv,Ukraine,Kharkiv,UKR.8_1,GID_1,
3463,Ukraine ~ Kherson,Ukraine,Kherson,UKR.9_1,GID_1,
3464,Ukraine ~ Khmel'nyts'kyy,Ukraine,Khmel'nyts'kyy,UKR.10_1,GID_1,
3465,Ukraine ~ Kirovohrad,Ukraine,Kirovohrad,UKR.13_1,GID_1,
3466,Ukraine ~ Kyiv,Ukraine,Kyiv,UKR.12_1,GID_1,
3467,Ukraine ~ Kyiv City,Ukraine,Kyiv City,UKR.11_1,GID_1,
3468,Ukraine ~ L'viv,Ukraine,L'viv,UKR.14_1,GID_1,
3469,Ukraine ~ Luhans'k,Ukraine,Luhans'k,UKR.15_1,GID_1,
3470,Ukraine ~ Mykolayiv,Ukraine,Mykolayiv,UKR.16_1,GID_1,
3471,Ukraine ~ Odessa,Ukraine,Odessa,UKR.17_1,GID_1,
3472,Ukraine ~ Poltava,Ukraine,Poltava,UKR.18_1,GID_1,
3473,Ukraine ~ Rivne,Ukraine,Rivne,UKR.19_1,GID_1,
3474,Ukraine ~ Sevastopol',Ukraine,Sevastopol',UKR.20_1,GID_1,
3475,Ukraine ~ Sumy,Ukraine,Sumy,UKR.21_1,GID_1,
3476,Ukraine ~ Ternopil',Ukraine,Ternopil',UKR.22_1,GID_1,
3477,Ukraine ~ Transcarpathia,Ukraine,Transcarpathia,UKR.23_1,GID_1,
3478,Ukraine ~ Vinnytsya,Ukraine,Vinnytsya,UKR.24_1,GID_1,
3479,Ukraine ~ Volyn,Ukraine,Volyn,UKR.25_1,GID_1,
3480,Ukraine ~ Zaporizhzhya,Ukraine,Zaporizhzhya,UKR.26_1,GID_1,
3481,Ukraine ~ Zhytomyr,Ukraine,Zhytomyr,UKR.27_1,GID_1,
3482,United Arab Emirates,United Arab Emirates,,ARE,GID_0,
3483,United Arab Emirates ~ Abu Dhabi,United Arab Emirates,Abu Dhabi,ARE.1_1,GID_1,
3484,United Arab Emirates ~ Ajman,United Arab Emirates,Ajman,ARE.2_1,GID_1,
3485,United Arab Emirates ~ Dubai,United Arab Emirates,Dubai,ARE.3_1,GID_1,
3486,United Arab Emirates ~ Fujairah,United Arab Emirates,Fujairah,ARE.4_1,GID_1,
3487,United Arab Emirates ~ Ras Al-Khaimah,United Arab Emirates,Ras Al-Khaimah,ARE.5_1,GID_1,
3488,United Arab Emirates ~ Sharjah,United Arab Emirates,Sharjah,ARE.6_1,GID_1,
3489,United Arab Emirates ~ Umm al-Qaywayn,United Arab Emirates,Umm al-Qaywayn,ARE.7_1,GID_1,
3490,United Kingdom,United Kingdom,,GBR,GID_0,
3491,United Kingdom ~ Aberdeen City,United Kingdom,Aberdeen City,S12000033,LAD20CD,
3492,United Kingdom ~ Aberdeenshire,United Kingdom,Aberdeenshire,S12000034,LAD20CD,
3493,United Kingdom ~ Adur,United Kingdom,Adur,E07000223,LAD20CD,
3494,United Kingdom ~ Akrotiri and Dhekelia,United Kingdom,Akrotiri and Dhekelia,XAD,GID_0,
3495,United Kingdom ~ Allerdale,United Kingdom,Allerdale,E07000026,LAD20CD,
3496,United Kingdom ~ Amber Valley,United Kingdom,Amber Valley,E07000032,LAD20CD,
3497,United Kingdom ~ Anguilla (United Kingdom),United Kingdom,Anguilla (United Kingdom),AIA,GID_0,
3498,United Kingdom ~ Angus,United Kingdom,Angus,S12000041,LAD20CD,
3499,United Kingdom ~ Antrim and Newtownabbey,United Kingdom,Antrim and Newtownabbey,N09000001,LAD20CD,
3500,United Kingdom ~ Ards and North Down,United Kingdom,Ards and North Down,N09000011,LAD20CD,
3501,United Kingdom ~ Argyll and Bute,United Kingdom,Argyll and Bute,S12000035,LAD20CD,
3502,"United Kingdom ~ Armagh City, Banbridge and Craigavon",United Kingdom,"Armagh City, Banbridge and Craigavon",N09000002,LAD20CD,
3503,United Kingdom ~ Arun,United Kingdom,Arun,E07000224,LAD20CD,
3504,United Kingdom ~ Ascension Island,United Kingdom,Ascension Island,SHN.1_1,GID_1,
3505,United Kingdom ~ Ashfield,United Kingdom,Ashfield,E07000170,LAD20CD,
3506,United Kingdom ~ Ashford,United Kingdom,Ashford,E07000105,LAD20CD,
3507,United Kingdom ~ Babergh,United Kingdom,Babergh,E07000200,LAD20CD,
3508,United Kingdom ~ Barking and Dagenham,United Kingdom,Barking and Dagenham,E09000002,LAD20CD,
3509,United Kingdom ~ Barnet,United Kingdom,Barnet,E09000003,LAD20CD,
3510,United Kingdom ~ Barnsley,United Kingdom,Barnsley,E08000016,LAD20CD,
3511,United Kingdom ~ Barrow-in-Furness,United Kingdom,Barrow-in-Furness,E07000027,LAD20CD,
3512,United Kingdom ~ Basildon,United Kingdom,Basildon,E07000066,LAD20CD,
3513,United Kingdom ~ Basingstoke and Deane,United Kingdom,Basingstoke and Deane,E07000084,LAD20CD,
3514,United Kingdom ~ Bassetlaw,United Kingdom,Bassetlaw,E07000171,LAD20CD,
3515,United Kingdom ~ Bath and North East Somerset,United Kingdom,Bath and North East Somerset,E06000022,LAD20CD,
3516,United Kingdom ~ Bedford,United Kingdom,Bedford,E06000055,LAD20CD,
3517,United Kingdom ~ Belfast,United Kingdom,Belfast,N09000003,LAD20CD,
3518,United Kingdom ~ Bermuda,United Kingdom,Bermuda,BMU,GID_0,
3519,United Kingdom ~ Bexley,United Kingdom,Bexley,E09000004,LAD20CD,
3520,United Kingdom ~ Birmingham,United Kingdom,Birmingham,E08000025,LAD20CD,
3521,United Kingdom ~ Blaby,United Kingdom,Blaby,E07000129,LAD20CD,
3522,United Kingdom ~ Blackburn with Darwen,United Kingdom,Blackburn with Darwen,E06000008,LAD20CD,
3523,United Kingdom ~ Blackpool,United Kingdom,Blackpool,E06000009,LAD20CD,
3524,United Kingdom ~ Blaenau Gwent,United Kingdom,Blaenau Gwent,W06000019,LAD20CD,
3525,United Kingdom ~ Bolsover,United Kingdom,Bolsover,E07000033,LAD20CD,
3526,United Kingdom ~ Bolton,United Kingdom,Bolton,E08000001,LAD20CD,
3527,United Kingdom ~ Boston,United Kingdom,Boston,E07000136,LAD20CD,
3528,"United Kingdom ~ Bournemouth, Christchurch and Poole",United Kingdom,"Bournemouth, Christchurch and Poole",E06000058,LAD20CD,
3529,United Kingdom ~ Bracknell Forest,United Kingdom,Bracknell Forest,E06000036,LAD20CD,
3530,United Kingdom ~ Bradford,United Kingdom,Bradford,E08000032,LAD20CD,
3531,United Kingdom ~ Braintree,United Kingdom,Braintree,E07000067,LAD20CD,
3532,United Kingdom ~ Breckland,United Kingdom,Breckland,E07000143,LAD20CD,
3533,United Kingdom ~ Brent,United Kingdom,Brent,E09000005,LAD20CD,
3534,United Kingdom ~ Brentwood,United Kingdom,Brentwood,E07000068,LAD20CD,
3535,United Kingdom ~ Bridgend,United Kingdom,Bridgend,W06000013,LAD20CD,
3536,United Kingdom ~ Brighton and Hove,United Kingdom,Brighton and Hove,E06000043,LAD20CD,
3537,"United Kingdom ~ Bristol, City of",United Kingdom,"Bristol, City of",E06000023,LAD20CD,
3538,United Kingdom ~ British Antarctic Territory,United Kingdom,British Antarctic Territory,3394112,OSM,1
3539,United Kingdom ~ British Indian Ocean Territory (United Kingdom),United Kingdom,British Indian Ocean Territory (United Kingdom),IOT,GID_0,
3540,United Kingdom ~ British Virgin Islands,United Kingdom,British Virgin Islands,VGB,GID_0,
3541,United Kingdom ~ Broadland,United Kingdom,Broadland,E07000144,LAD20CD,
3542,United Kingdom ~ Bromley,United Kingdom,Bromley,E09000006,LAD20CD,
3543,United Kingdom ~ Bromsgrove,United Kingdom,Bromsgrove,E07000234,LAD20CD,
3544,United Kingdom ~ Broxbourne,United Kingdom,Broxbourne,E07000095,LAD20CD,
3545,United Kingdom ~ Broxtowe,United Kingdom,Broxtowe,E07000172,LAD20CD,
3546,United Kingdom ~ Buckinghamshire,United Kingdom,Buckinghamshire,E06000060,LAD20CD,
3547,United Kingdom ~ Burnley,United Kingdom,Burnley,E07000117,LAD20CD,
3548,United Kingdom ~ Bury,United Kingdom,Bury,E08000002,LAD20CD,
3549,United Kingdom ~ Caerphilly,United Kingdom,Caerphilly,W06000018,LAD20CD,
3550,United Kingdom ~ Calderdale,United Kingdom,Calderdale,E08000033,LAD20CD,
3551,United Kingdom ~ Cambridge,United Kingdom,Cambridge,E07000008,LAD20CD,
3552,United Kingdom ~ Camden,United Kingdom,Camden,E09000007,LAD20CD,
3553,United Kingdom ~ Cannock Chase,United Kingdom,Cannock Chase,E07000192,LAD20CD,
3554,United Kingdom ~ Canterbury (United Kingdom),United Kingdom,Canterbury (United Kingdom),E07000106,LAD20CD,
3555,United Kingdom ~ Cardiff,United Kingdom,Cardiff,W06000015,LAD20CD,
3556,United Kingdom ~ Carlisle,United Kingdom,Carlisle,E07000028,LAD20CD,
3557,United Kingdom ~ Carmarthenshire,United Kingdom,Carmarthenshire,W06000010,LAD20CD,
3558,United Kingdom ~ Castle Point,United Kingdom,Castle Point,E07000069,LAD20CD,
3559,United Kingdom ~ Causeway Coast and Glens,United Kingdom,Causeway Coast and Glens,N09000004,LAD20CD,
3560,United Kingdom ~ Cayman Islands,United Kingdom,Cayman Islands,CYM,GID_0,
3561,United Kingdom ~ Central Bedfordshire,United Kingdom,Central Bedfordshire,E06000056,LAD20CD,
3562,United Kingdom ~ Ceredigion,United Kingdom,Ceredigion,W06000008,LAD20CD,
3563,United Kingdom ~ Charnwood,United Kingdom,Charnwood,E07000130,LAD20CD,
3564,United Kingdom ~ Chelmsford,United Kingdom,Chelmsford,E07000070,LAD20CD,
3565,United Kingdom ~ Cheltenham,United Kingdom,Cheltenham,E07000078,LAD20CD,
3566,United Kingdom ~ Cherwell,United Kingdom,Cherwell,E07000177,LAD20CD,
3567,United Kingdom ~ Cheshire East,United Kingdom,Cheshire East,E06000049,LAD20CD,
3568,United Kingdom ~ Cheshire West and Chester,United Kingdom,Cheshire West and Chester,E06000050,LAD20CD,
3569,United Kingdom ~ Chesterfield,United Kingdom,Chesterfield,E07000034,LAD20CD,
3570,United Kingdom ~ Chichester,United Kingdom,Chichester,E07000225,LAD20CD,
3571,United Kingdom ~ Chorley,United Kingdom,Chorley,E07000118,LAD20CD,
3572,United Kingdom ~ City of Edinburgh,United Kingdom,City of Edinburgh,S12000036,LAD20CD,
3573,United Kingdom ~ City of London,United Kingdom,City of London,E09000001,LAD20CD,
3574,United Kingdom ~ Clackmannanshire,United Kingdom,Clackmannanshire,S12000005,LAD20CD,
3575,United Kingdom ~ Colchester,United Kingdom,Colchester,E07000071,LAD20CD,
3576,United Kingdom ~ Conwy,United Kingdom,Conwy,W06000003,LAD20CD,
3577,United Kingdom ~ Copeland,United Kingdom,Copeland,E07000029,LAD20CD,
3578,United Kingdom ~ Corby,United Kingdom,Corby,E07000150,LAD20CD,
3579,United Kingdom ~ Cornwall,United Kingdom,Cornwall,E06000052,LAD20CD,
3580,United Kingdom ~ Cotswold,United Kingdom,Cotswold,E07000079,LAD20CD,
3581,United Kingdom ~ County Durham,United Kingdom,County Durham,E06000047,LAD20CD,
3582,United Kingdom ~ Coventry,United Kingdom,Coventry,E08000026,LAD20CD,
3583,United Kingdom ~ Craven,United Kingdom,Craven,E07000163,LAD20CD,
3584,United Kingdom ~ Crawley,United Kingdom,Crawley,E07000226,LAD20CD,
3585,United Kingdom ~ Croydon,United Kingdom,Croydon,E09000008,LAD20CD,
3586,United Kingdom ~ Dacorum,United Kingdom,Dacorum,E07000096,LAD20CD,
3587,United Kingdom ~ Darlington,United Kingdom,Darlington,E06000005,LAD20CD,
3588,United Kingdom ~ Dartford,United Kingdom,Dartford,E07000107,LAD20CD,
3589,United Kingdom ~ Daventry,United Kingdom,Daventry,E07000151,LAD20CD,
3590,United Kingdom ~ Denbighshire,United Kingdom,Denbighshire,W06000004,LAD20CD,
3591,United Kingdom ~ Derby,United Kingdom,Derby,E06000015,LAD20CD,
3592,United Kingdom ~ Derbyshire Dales,United Kingdom,Derbyshire Dales,E07000035,LAD20CD,
3593,United Kingdom ~ Derry City and Strabane,United Kingdom,Derry City and Strabane,N09000005,LAD20CD,
3594,United Kingdom ~ Doncaster,United Kingdom,Doncaster,E08000017,LAD20CD,
3595,United Kingdom ~ Dorset,United Kingdom,Dorset,E06000059,LAD20CD,
3596,United Kingdom ~ Dover,United Kingdom,Dover,E07000108,LAD20CD,
3597,United Kingdom ~ Dudley,United Kingdom,Dudley,E08000027,LAD20CD,
3598,United Kingdom ~ Dumfries and Galloway,United Kingdom,Dumfries and Galloway,S12000006,LAD20CD,
3599,United Kingdom ~ Dundee City,United Kingdom,Dundee City,S12000042,LAD20CD,
3600,United Kingdom ~ Ealing,United Kingdom,Ealing,E09000009,LAD20CD,
3601,United Kingdom ~ East Ayrshire,United Kingdom,East Ayrshire,S12000008,LAD20CD,
3602,United Kingdom ~ East Cambridgeshire,United Kingdom,East Cambridgeshire,E07000009,LAD20CD,
3603,United Kingdom ~ East Devon,United Kingdom,East Devon,E07000040,LAD20CD,
3604,United Kingdom ~ East Dunbartonshire,United Kingdom,East Dunbartonshire,S12000045,LAD20CD,
3605,United Kingdom ~ East Hampshire,United Kingdom,East Hampshire,E07000085,LAD20CD,
3606,United Kingdom ~ East Hertfordshire,United Kingdom,East Hertfordshire,E07000242,LAD20CD,
3607,United Kingdom ~ East Lindsey,United Kingdom,East Lindsey,E07000137,LAD20CD,
3608,United Kingdom ~ East Lothian,United Kingdom,East Lothian,S12000010,LAD20CD,
3609,United Kingdom ~ East Northamptonshire,United Kingdom,East Northamptonshire,E07000152,LAD20CD,
3610,United Kingdom ~ East Renfrewshire,United Kingdom,East Renfrewshire,S12000011,LAD20CD,
3611,United Kingdom ~ East Riding of Yorkshire,United Kingdom,East Riding of Yorkshire,E06000011,LAD20CD,
3612,United Kingdom ~ East Staffordshire,United Kingdom,East Staffordshire,E07000193,LAD20CD,
3613,United Kingdom ~ East Suffolk,United Kingdom,East Suffolk,E07000244,LAD20CD,
3614,United Kingdom ~ Eastbourne,United Kingdom,Eastbourne,E07000061,LAD20CD,
3615,United Kingdom ~ Eastleigh,United Kingdom,Eastleigh,E07000086,LAD20CD,
3616,United Kingdom ~ Eden,United Kingdom,Eden,E07000030,LAD20CD,
3617,United Kingdom ~ Elmbridge,United Kingdom,Elmbridge,E07000207,LAD20CD,
3618,United Kingdom ~ Enfield,United Kingdom,Enfield,E09000010,LAD20CD,
3619,United Kingdom ~ Epping Forest,United Kingdom,Epping Forest,E07000072,LAD20CD,
3620,United Kingdom ~ Epsom and Ewell,United Kingdom,Epsom and Ewell,E07000208,LAD20CD,
3621,United Kingdom ~ Erewash,United Kingdom,Erewash,E07000036,LAD20CD,
3622,United Kingdom ~ Exeter,United Kingdom,Exeter,E07000041,LAD20CD,
3623,United Kingdom ~ Falkirk,United Kingdom,Falkirk,S12000014,LAD20CD,
3624,United Kingdom ~ Falkland Islands (United Kingdom),United Kingdom,Falkland Islands (United Kingdom),FLK,GID_0,
3625,United Kingdom ~ Fareham,United Kingdom,Fareham,E07000087,LAD20CD,
3626,United Kingdom ~ Fenland,United Kingdom,Fenland,E07000010,LAD20CD,
3627,United Kingdom ~ Fermanagh and Omagh,United Kingdom,Fermanagh and Omagh,N09000006,LAD20CD,
3628,United Kingdom ~ Fife,United Kingdom,Fife,S12000047,LAD20CD,
3629,United Kingdom ~ Flintshire,United Kingdom,Flintshire,W06000005,LAD20CD,
3630,United Kingdom ~ Folkestone and Hythe,United Kingdom,Folkestone and Hythe,E07000112,LAD20CD,
3631,United Kingdom ~ Forest of Dean,United Kingdom,Forest of Dean,E07000080,LAD20CD,
3632,United Kingdom ~ Fylde,United Kingdom,Fylde,E07000119,LAD20CD,
3633,United Kingdom ~ Gateshead,United Kingdom,Gateshead,E08000037,LAD20CD,
3634,United Kingdom ~ Gedling,United Kingdom,Gedling,E07000173,LAD20CD,
3635,United Kingdom ~ Gibraltar (United Kingdom),United Kingdom,Gibraltar (United Kingdom),GIB,GID_0,
3636,United Kingdom ~ Glasgow City,United Kingdom,Glasgow City,S12000049,LAD20CD,
3637,United Kingdom ~ Gloucester,United Kingdom,Gloucester,E07000081,LAD20CD,
3638,United Kingdom ~ Gosport,United Kingdom,Gosport,E07000088,LAD20CD,
3639,United Kingdom ~ Gravesham,United Kingdom,Gravesham,E07000109,LAD20CD,
3640,United Kingdom ~ Great Yarmouth,United Kingdom,Great Yarmouth,E07000145,LAD20CD,
3641,United Kingdom ~ Greenwich,United Kingdom,Greenwich,E09000011,LAD20CD,
3642,United Kingdom ~ Guildford,United Kingdom,Guildford,E07000209,LAD20CD,
3643,United Kingdom ~ Gwynedd,United Kingdom,Gwynedd,W06000002,LAD20CD,
3644,United Kingdom ~ Hackney,United Kingdom,Hackney,E09000012,LAD20CD,
3645,United Kingdom ~ Halton,United Kingdom,Halton,E06000006,LAD20CD,
3646,United Kingdom ~ Hambleton,United Kingdom,Hambleton,E07000164,LAD20CD,
3647,United Kingdom ~ Hammersmith and Fulham,United Kingdom,Hammersmith and Fulham,E09000013,LAD20CD,
3648,United Kingdom ~ Harborough,United Kingdom,Harborough,E07000131,LAD20CD,
3649,United Kingdom ~ Haringey,United Kingdom,Haringey,E09000014,LAD20CD,
