country_region_numeric,country_region,country_agg,region_agg,region_id,shape_from,description
878,Djibouti ~ Djibouti,Djibouti,Djibouti,DJI.3_1,GID_1,
879,Djibouti ~ Obock,Djibouti,Obock,DJI.4_1,GID_1,
880,Djibouti ~ Tadjourah,Djibouti,Tadjourah,DJI.5_1,GID_1,
881,Dominica,Dominica,,DMA,GID_0,
882,Dominica ~ Saint Andrew (Dominica),Dominica,Saint Andrew (Dominica),DMA.1_1,GID_1,
883,Dominica ~ Saint David (Dominica),Dominica,Saint David (Dominica),DMA.2_1,GID_1,
884,Dominica ~ Saint George (Dominica),Dominica,Saint George (Dominica),DMA.3_1,GID_1,
885,Dominica ~ Saint John (Dominica),Dominica,Saint John (Dominica),DMA.4_1,GID_1,
886,Dominica ~ Saint Joseph (Dominica),Dominica,Saint Joseph (Dominica),DMA.5_1,GID_1,
887,Dominica ~ Saint Luke,Dominica,Saint Luke,DMA.6_1,GID_1,
888,Dominica ~ Saint Mark (Dominica),Dominica,Saint Mark (Dominica),DMA.7_1,GID_1,
889,Dominica ~ Saint Patrick (Dominica),Dominica,Saint Patrick (Dominica),DMA.8_1,GID_1,
890,Dominica ~ Saint Paul (Dominica),Dominica,Saint Paul (Dominica),DMA.9_1,GID_1,
891,Dominica ~ Saint Peter (Dominica),Dominica,Saint Peter (Dominica),DMA.10_1,GID_1,
892,Dominican Republic,Dominican Republic,,DOM,GID_0,
893,Dominican Republic ~ Azua,Dominican Republic,Azua,DOM.1_1,GID_1,
894,Dominican Republic ~ Baoruco,Dominican Republic,Baoruco,DOM.2_1,GID_1,
895,Dominican Republic ~ Barahona,Dominican Republic,Barahona,DOM.3_1,GID_1,
896,Dominican Republic ~ Dajabón,Dominican Republic,Dajabón,DOM.4_1,GID_1,
897,Dominican Republic ~ Distrito Nacional,Dominican Republic,Distrito Nacional,DOM.5_1,GID_1,
898,Dominican Republic ~ Duarte,Dominican Republic,Duarte,DOM.6_1,GID_1,
899,Dominican Republic ~ El Seibo,Dominican Republic,El Seibo,DOM.7_1,GID_1,
900,Dominican Republic ~ Elías Piña,Dominican Republic,Elías Piña,DOM.12_1,GID_1,
901,Dominican Republic ~ Espaillat,Dominican Republic,Espaillat,DOM.8_1,GID_1,
902,Dominican Republic ~ Hato Mayor,Dominican Republic,Hato Mayor,DOM.9_1,GID_1,
903,Dominican Republic ~ Hermanas Mirabal,Dominican Republic,Hermanas Mirabal,DOM.22_1,GID_1,
904,Dominican Republic ~ Independencia,Dominican Republic,Independencia,DOM.10_1,GID_1,
905,Dominican Republic ~ La Altagracia,Dominican Republic,La Altagracia,DOM.11_1,GID_1,
906,Dominican Republic ~ La Romana,Dominican Republic,La Romana,DOM.13_1,GID_1,
907,Dominican Republic ~ La Vega,Dominican Republic,La Vega,DOM.14_1,GID_1,
908,Dominican Republic ~ María Trinidad Sánchez,Dominican Republic,María Trinidad Sánchez,DOM.15_1,GID_1,
909,Dominican Republic ~ Monseñor Nouel,Dominican Republic,Monseñor Nouel,DOM.16_1,GID_1,
910,Dominican Republic ~ Monte Cristi,Dominican Republic,Monte Cristi,DOM.17_1,GID_1,
911,Dominican Republic ~ Monte Plata,Dominican Republic,Monte Plata,DOM.18_1,GID_1,
912,Dominican Republic ~ Pedernales,Dominican Republic,Pedernales,DOM.19_1,GID_1,
913,Dominican Republic ~ Peravia,Dominican Republic,Peravia,DOM.20_1,GID_1,
914,Dominican Republic ~ Puerto Plata,Dominican Republic,Puerto Plata,DOM.21_1,GID_1,
915,Dominican Republic ~ Samaná,Dominican Republic,Samaná,DOM.23_1,GID_1,
916,Dominican Republic ~ San Cristóbal,Dominican Republic,San Cristóbal,DOM.24_1,GID_1,
917,Dominican Republic ~ San José de Ocoa,Dominican Republic,San José de Ocoa,DOM.25_1,GID_1,
918,Dominican Republic ~ San Juan (Dominican Republic),Dominican Republic,San Juan (Dominican Republic),DOM.26_1,GID_1,
919,Dominican Republic ~ San Pedro de Macorís,Dominican Republic,San Pedro de Macorís,DOM.27_1,GID_1,
920,Dominican Republic ~ Sánchez Ramírez,Dominican Republic,Sánchez Ramírez,DOM.28_1,GID_1,
921,Dominican Republic ~ Santiago,Dominican Republic,Santiago,DOM.30_1,GID_1,
922,Dominican Republic ~ Santiago Rodríguez,Dominican Republic,Santiago Rodríguez,DOM.29_1,GID_1,
923,Dominican Republic ~ Santo Domingo,Dominican Republic,Santo Domingo,DOM.31_1,GID_1,
924,Dominican Republic ~ Valverde,Dominican Republic,Valverde,DOM.32_1,GID_1,
925,Ecuador,Ecuador,,ECU,GID_0,
926,Ecuador ~ Azuay,Ecuador,Azuay,ECU.1_1,GID_1,
927,Ecuador ~ Bolivar,Ecuador,Bolivar,ECU.2_1,GID_1,
928,Ecuador ~ Cañar,Ecuador,Cañar,ECU.3_1,GID_1,
929,Ecuador ~ Carchi,Ecuador,Carchi,ECU.4_1,GID_1,
930,Ecuador ~ Chimborazo,Ecuador,Chimborazo,ECU.5_1,GID_1,
931,Ecuador ~ Cotopaxi,Ecuador,Cotopaxi,ECU.6_1,GID_1,
932,Ecuador ~ El Oro,Ecuador,El Oro,ECU.7_1,GID_1,
933,Ecuador ~ Esmeraldas,Ecuador,Esmeraldas,ECU.8_1,GID_1,
934,Ecuador ~ Galápagos,Ecuador,Galápagos,ECU.9_1,GID_1,
935,Ecuador ~ Guayas,Ecuador,Guayas,ECU.10_1,GID_1,
936,Ecuador ~ Imbabura,Ecuador,Imbabura,ECU.11_1,GID_1,
937,Ecuador ~ Loja,Ecuador,Loja,ECU.12_1,GID_1,
938,Ecuador ~ Los Rios,Ecuador,Los Rios,ECU.13_1,GID_1,
939,Ecuador ~ Manabi,Ecuador,Manabi,ECU.14_1,GID_1,
940,Ecuador ~ Morona Santiago,Ecuador,Morona Santiago,ECU.15_1,GID_1,
941,Ecuador ~ Napo,Ecuador,Napo,ECU.16_1,GID_1,
942,Ecuador ~ Orellana,Ecuador,Orellana,ECU.17_1,GID_1,
943,Ecuador ~ Pastaza,Ecuador,Pastaza,ECU.18_1,GID_1,
944,Ecuador ~ Pichincha,Ecuador,Pichincha,ECU.19_1,GID_1,
945,Ecuador ~ Santa Elena,Ecuador,Santa Elena,ECU.20_1,GID_1,
946,Ecuador ~ Santo Domingo de los Tsachilas,Ecuador,Santo Domingo de los Tsachilas,ECU.21_1,GID_1,
947,Ecuador ~ Sucumbios,Ecuador,Sucumbios,ECU.22_1,GID_1,
948,Ecuador ~ Tungurahua,Ecuador,Tungurahua,ECU.23_1,GID_1,
949,Ecuador ~ Zamora Chinchipe,Ecuador,Zamora Chinchipe,ECU.24_1,GID_1,
950,Egypt,Egypt,,EGY,GID_0,
951,Egypt ~ Ad Daqahliyah,Egypt,Ad Daqahliyah,EGY.1_1,GID_1,
952,Egypt ~ Al Bahr al Ahmar,Egypt,Al Bahr al Ahmar,EGY.2_1,GID_1,
953,Egypt ~ Al Buhayrah,Egypt,Al Buhayrah,EGY.3_1,GID_1,
954,Egypt ~ Al Fayyum,Egypt,Al Fayyum,EGY.4_1,GID_1,
955,Egypt ~ Al Gharbiyah,Egypt,Al Gharbiyah,EGY.5_1,GID_1,
956,Egypt ~ Al Iskandariyah,Egypt,Al Iskandariyah,EGY.6_1,GID_1,
957,Egypt ~ Al Isma`iliyah,Egypt,Al Isma`iliyah,EGY.7_1,GID_1,
958,Egypt ~ Al Jizah,Egypt,Al Jizah,EGY.8_1,GID_1,
959,Egypt ~ Al Minufiyah,Egypt,Al Minufiyah,EGY.9_1,GID_1,
960,Egypt ~ Al Minya,Egypt,Al Minya,EGY.10_1,GID_1,
961,Egypt ~ Al Qahirah,Egypt,Al Qahirah,EGY.11_1,GID_1,
962,Egypt ~ Al Qalyubiyah,Egypt,Al Qalyubiyah,EGY.12_1,GID_1,
963,Egypt ~ Al Uqsur,Egypt,Al Uqsur,EGY.13_1,GID_1,
964,Egypt ~ Al Wadi al Jadid,Egypt,Al Wadi al Jadid,EGY.14_1,GID_1,
965,Egypt ~ As Suways,Egypt,As Suways,EGY.15_1,GID_1,
966,Egypt ~ Ash Sharqiyah (Egypt),Egypt,Ash Sharqiyah (Egypt),EGY.16_1,GID_1,
967,Egypt ~ Aswan,Egypt,Aswan,EGY.17_1,GID_1,
968,Egypt ~ Asyut,Egypt,Asyut,EGY.18_1,GID_1,
969,Egypt ~ Bani Suwayf,Egypt,Bani Suwayf,EGY.19_1,GID_1,
970,Egypt ~ Bur Sa`id,Egypt,Bur Sa`id,EGY.20_1,GID_1,
971,Egypt ~ Dumyat,Egypt,Dumyat,EGY.21_1,GID_1,
972,Egypt ~ Janub Sina',Egypt,Janub Sina',EGY.22_1,GID_1,
973,Egypt ~ Kafr ash Shaykh,Egypt,Kafr ash Shaykh,EGY.23_1,GID_1,
974,Egypt ~ Matrouh,Egypt,Matrouh,EGY.24_1,GID_1,
975,Egypt ~ Qina,Egypt,Qina,EGY.25_1,GID_1,
976,Egypt ~ Suhaj,Egypt,Suhaj,EGY.27_1,GID_1,
977,El Salvador,El Salvador,,SLV,GID_0,
978,El Salvador ~ Ahuachapán,El Salvador,Ahuachapán,SLV.1_1,GID_1,
979,El Salvador ~ Cabañas,El Salvador,Cabañas,SLV.2_1,GID_1,
980,El Salvador ~ Chalatenango,El Salvador,Chalatenango,SLV.3_1,GID_1,
981,El Salvador ~ Cuscatlán,El Salvador,Cuscatlán,SLV.4_1,GID_1,
982,El Salvador ~ La Libertad (El Salvador),El Salvador,La Libertad (El Salvador),SLV.5_1,GID_1,
983,El Salvador ~ La Paz (El Salvador),El Salvador,La Paz (El Salvador),SLV.6_1,GID_1,
984,El Salvador ~ La Unión,El Salvador,La Unión,SLV.7_1,GID_1,
985,El Salvador ~ Morazán,El Salvador,Morazán,SLV.8_1,GID_1,
986,El Salvador ~ San Miguel,El Salvador,San Miguel,SLV.9_1,GID_1,
987,El Salvador ~ San Salvador (El Salvador),El Salvador,San Salvador (El Salvador),SLV.10_1,GID_1,
988,El Salvador ~ San Vicente,El Salvador,San Vicente,SLV.11_1,GID_1,
989,El Salvador ~ Santa Ana,El Salvador,Santa Ana,SLV.12_1,GID_1,
990,El Salvador ~ Sonsonate,El Salvador,Sonsonate,SLV.13_1,GID_1,
991,El Salvador ~ Usulután,El Salvador,Usulután,SLV.14_1,GID_1,
992,Equatorial Guinea,Equatorial Guinea,,GNQ,GID_0,
993,Equatorial Guinea ~ Annobón,Equatorial Guinea,Annobón,GNQ.1_1,GID_1,
994,Equatorial Guinea ~ Bioko Norte,Equatorial Guinea,Bioko Norte,GNQ.2_1,GID_1,
995,Equatorial Guinea ~ Bioko Sur,Equatorial Guinea,Bioko Sur,GNQ.3_1,GID_1,
996,Equatorial Guinea ~ Centro Sur,Equatorial Guinea,Centro Sur,GNQ.4_1,GID_1,
997,Equatorial Guinea ~ Kié-Ntem,Equatorial Guinea,Kié-Ntem,GNQ.5_1,GID_1,
998,Equatorial Guinea ~ Litoral,Equatorial Guinea,Litoral,GNQ.6_1,GID_1,
999,Equatorial Guinea ~ Wele-Nzas,Equatorial Guinea,Wele-Nzas,GNQ.7_1,GID_1,
1000,Eritrea,Eritrea,,ERI,GID_0,
1001,Eritrea ~ Anseba,Eritrea,Anseba,ERI.1_1,GID_1,
1002,Eritrea ~ Debub,Eritrea,Debub,ERI.2_1,GID_1,
1003,Eritrea ~ Debubawi Keyih Bahri,Eritrea,Debubawi Keyih Bahri,ERI.3_1,GID_1,
1004,Eritrea ~ Gash Barka,Eritrea,Gash Barka,ERI.4_1,GID_1,
1005,Eritrea ~ Maekel,Eritrea,Maekel,ERI.5_1,GID_1,
1006,Eritrea ~ Semenawi Keyih Bahri,Eritrea,Semenawi Keyih Bahri,ERI.6_1,GID_1,
1007,Estonia,Estonia,,EST,GID_0,
1008,Estonia ~ Harju,Estonia,Harju,EST.1_1,GID_1,
1009,Estonia ~ Hiiu,Estonia,Hiiu,EST.2_1,GID_1,
1010,Estonia ~ Ida-Viru,Estonia,Ida-Viru,EST.3_1,GID_1,
1011,Estonia ~ Järva,Estonia,Järva,EST.4_1,GID_1,
1012,Estonia ~ Jõgeva,Estonia,Jõgeva,EST.5_1,GID_1,
1013,Estonia ~ Lääne,Estonia,Lääne,EST.7_1,GID_1,
1014,Estonia ~ Lääne-Viru,Estonia,Lääne-Viru,EST.6_1,GID_1,
1015,Estonia ~ Pärnu,Estonia,Pärnu,EST.8_1,GID_1,
1016,Estonia ~ Põlva,Estonia,Põlva,EST.10_1,GID_1,
1017,Estonia ~ Rapla,Estonia,Rapla,EST.11_1,GID_1,
1018,Estonia ~ Saare,Estonia,Saare,EST.12_1,GID_1,
1019,Estonia ~ Tartu,Estonia,Tartu,EST.13_1,GID_1,
1020,Estonia ~ Valga,Estonia,Valga,EST.14_1,GID_1,
1021,Estonia ~ Viljandi,Estonia,Viljandi,EST.15_1,GID_1,
1022,Estonia ~ Võru,Estonia,Võru,EST.16_1,GID_1,
1023,Eswatini,Eswatini,,SWZ,GID_0,
1024,Eswatini ~ Hhohho,Eswatini,Hhohho,SWZ.1_1,GID_1,
1025,Eswatini ~ Lubombo,Eswatini,Lubombo,SWZ.2_1,GID_1,
1026,Eswatini ~ Manzini,Eswatini,Manzini,SWZ.3_1,GID_1,
1027,Eswatini ~ Shiselweni,Eswatini,Shiselweni,SWZ.4_1,GID_1,
1028,Ethiopia,Ethiopia,,ETH,GID_0,
1029,Ethiopia ~ Addis Abeba,Ethiopia,Addis Abeba,ETH.1_1,GID_1,
1030,Ethiopia ~ Afar,Ethiopia,Afar,ETH.2_1,GID_1,
1031,Ethiopia ~ Amhara,Ethiopia,Amhara,ETH.3_1,GID_1,
1032,Ethiopia ~ Benshangul-Gumaz,Ethiopia,Benshangul-Gumaz,ETH.4_1,GID_1,
1033,Ethiopia ~ Dire Dawa,Ethiopia,Dire Dawa,ETH.5_1,GID_1,
1034,Ethiopia ~ Gambela Peoples,Ethiopia,Gambela Peoples,ETH.6_1,GID_1,
1035,Ethiopia ~ Harari People,Ethiopia,Harari People,ETH.7_1,GID_1,
1036,Ethiopia ~ Oromia,Ethiopia,Oromia,ETH.8_1,GID_1,
1037,Ethiopia ~ Somali,Ethiopia,Somali,ETH.9_1,GID_1,
1038,"Ethiopia ~ Southern Nations, Nationalities and Peoples",Ethiopia,"Southern Nations, Nationalities and Peoples",ETH.10_1,GID_1,
1039,Ethiopia ~ Tigray,Ethiopia,Tigray,ETH.11_1,GID_1,
1040,Falkland Islands,Falkland Islands,,FLK,GID_0,
1041,Falkland Islands ~ Falkland Islands (Falkland Islands),Falkland Islands,Falkland Islands (Falkland Islands),FLK,GID_0,
1042,Faroe Islands,Faroe Islands,,FRO,GID_0,
1043,Faroe Islands ~ Eysturoyar,Faroe Islands,Eysturoyar,FRO.1_1,GID_1,
1044,Faroe Islands ~ Norderøerne,Faroe Islands,Norderøerne,FRO.2_1,GID_1,
1045,Faroe Islands ~ Sandoyar,Faroe Islands,Sandoyar,FRO.3_1,GID_1,
1046,Faroe Islands ~ Streymoyar,Faroe Islands,Streymoyar,FRO.4_1,GID_1,
1047,Faroe Islands ~ Suðuroyar,Faroe Islands,Suðuroyar,FRO.5_1,GID_1,
1048,Faroe Islands ~ Vågø,Faroe Islands,Vågø,FRO.6_1,GID_1,
1049,Federated States of Micronesia,Federated States of Micronesia,,FSM,GID_0,
1050,Federated States of Micronesia ~ Chuuk,Federated States of Micronesia,Chuuk,FSM.1_1,GID_1,
1051,Federated States of Micronesia ~ Kosrae,Federated States of Micronesia,Kosrae,FSM.2_1,GID_1,
1052,Federated States of Micronesia ~ Pohnpei,Federated States of Micronesia,Pohnpei,FSM.3_1,GID_1,
1053,Federated States of Micronesia ~ Yap,Federated States of Micronesia,Yap,FSM.4_1,GID_1,
1054,Fiji,Fiji,,FJI,GID_0,
1055,Fiji ~ Central (Fiji),Fiji,Central (Fiji),FJI.1_1,GID_1,
1056,Fiji ~ Eastern (Fiji),Fiji,Eastern (Fiji),FJI.2_1,GID_1,
1057,Fiji ~ Northern (Fiji),Fiji,Northern (Fiji),FJI.3_1,GID_1,
1058,Fiji ~ Rotuma,Fiji,Rotuma,FJI.4_1,GID_1,
1059,Fiji ~ Western (Fiji),Fiji,Western (Fiji),FJI.5_1,GID_1,
1060,Finland,Finland,,FIN,GID_0,
1061,Finland ~ Ahvenanmaa-Åland,Finland,Ahvenanmaa-Åland,ALA,GID_0,this is the level 0 in GDAM
1062,Finland ~ Etelä-Karjala,Finland,Etelä-Karjala,FIN.4_1,GID_1,
1063,Finland ~ Etelä-Pohjanmaa,Finland,Etelä-Pohjanmaa,FIN.5_1,GID_1,
1064,Finland ~ Etelä-Savo,Finland,Etelä-Savo,FIN.1_1,GID_1,
1065,Finland ~ Kainuu,Finland,Kainuu,FIN.3_1,GID_1,
1066,Finland ~ Kanta-Häme,Finland,Kanta-Häme,FIN.4_1,GID_1,
1067,Finland ~ Keski-Pohjanmaa,Finland,Keski-Pohjanmaa,FIN.5_1,GID_1,
1068,Finland ~ Keski-Suomi,Finland,Keski-Suomi,FIN.5_1,GID_1,
1069,Finland ~ Kymenlaakso,Finland,Kymenlaakso,FIN.4_1,GID_1,
1070,Finland ~ Lappi,Finland,Lappi,FIN.2_1,GID_1,
1071,Finland ~ Päijät-Häme,Finland,Päijät-Häme,FIN.4_1,GID_1,
1072,Finland ~ Pirkanmaa,Finland,Pirkanmaa,FIN.5_1,GID_1,
1073,Finland ~ Pohjanmaa,Finland,Pohjanmaa,FIN.5_1,GID_1,
1074,Finland ~ Pohjois-Karjala,Finland,Pohjois-Karjala,FIN.1_1,GID_1,
1075,Finland ~ Pohjois-Pohjanmaa,Finland,Pohjois-Pohjanmaa,FIN.3_1,GID_1,
1076,Finland ~ Pohjois-Savo,Finland,Pohjois-Savo,FIN.1_1,GID_1,
1077,Finland ~ Satakunta,Finland,Satakunta,FIN.5_1,GID_1,
1078,Finland ~ Uusimaa,Finland,Uusimaa,FIN.4_1,GID_1,
1079,Finland ~ Varsinais-Suomi,Finland,Varsinais-Suomi,FIN.5_1,GID_1,
1080,France,France,,FRA,GID_0,
1081,France ~ Auvergne-Rhône-Alpes,France,Auvergne-Rhône-Alpes,FRA.1_1,GID_1,
1082,France ~ Bourgogne-Franche-Comté,France,Bourgogne-Franche-Comté,FRA.2_1,GID_1,
1083,France ~ Bretagne,France,Bretagne,FRA.3_1,GID_1,
1084,France ~ Centre-Val de Loire,France,Centre-Val de Loire,FRA.4_1,GID_1,
1085,France ~ Corse,France,Corse,FRA.5_1,GID_1,
1086,France ~ French Guiana,France,French Guiana,GUF,GID_0,has its own code: GUF
1087,France ~ Grand Est,France,Grand Est,FRA.6_1,GID_1,
1088,France ~ Guadeloupe,France,Guadeloupe,GLP,GID_0,has its own code: GLP
1089,France ~ Hauts-de-France,France,Hauts-de-France,FRA.7_1,GID_1,
1090,France ~ Île-de-France,France,Île-de-France,FRA.8_1,GID_1,
1091,France ~ Martinique,France,Martinique,MTQ,GID_0,has its own code: MTQ
1092,France ~ Mayotte,France,Mayotte,MYT,GID_0,has its own code: MYT
1093,France ~ Normandie,France,Normandie,FRA.9_1,GID_1,
1094,France ~ Nouvelle-Aquitaine,France,Nouvelle-Aquitaine,FRA.10_1,GID_1,
1095,France ~ Occitanie,France,Occitanie,FRA.11_1,GID_1,
1096,France ~ Pays de la Loire,France,Pays de la Loire,FRA.12_1,GID_1,
1097,France ~ Provence-Alpes-Côte d'Azur,France,Provence-Alpes-Côte d'Azur,FRA.13_1,GID_1,
1098,France ~ Réunion,France,Réunion,REU,GID_0,has its own code: REU
1099,French Guiana,French Guiana,,GUF,GID_0,
1100,French Guiana ~ Cayenne,French Guiana,Cayenne,GUF.1_1,GID_1,
1101,French Guiana ~ Saint-Laurent-du-Maroni,French Guiana,Saint-Laurent-du-Maroni,GUF.2_1,GID_1,
1102,French Polynesia,French Polynesia,,PYF,GID_0,
1103,French Polynesia ~ Îles Australes,French Polynesia,Îles Australes,PYF.1_1,GID_1,
1104,French Polynesia ~ Îles du Vent,French Polynesia,Îles du Vent,PYF.2_1,GID_1,
1105,French Polynesia ~ Îles Marquises,French Polynesia,Îles Marquises,PYF.3_1,GID_1,
1106,French Polynesia ~ Îles Sous-le-Vent,French Polynesia,Îles Sous-le-Vent,PYF.4_1,GID_1,
1107,French Polynesia ~ Îles Tuamotu-Gambier,French Polynesia,Îles Tuamotu-Gambier,PYF.5_1,GID_1,
1108,French Southern Territories,French Southern Territories,,ATF,GID_0,
1109,French Southern Territories ~ Îles Crozet,French Southern Territories,Îles Crozet,ATF.1_1,GID_1,
1110,French Southern Territories ~ Îles Éparses,French Southern Territories,Îles Éparses,ATF.2_1,GID_1,
1111,French Southern Territories ~ Îles Saint Paul et Amsterdam,French Southern Territories,Îles Saint Paul et Amsterdam,ATF.3_1,GID_1,
1112,French Southern Territories ~ Kerguelen,French Southern Territories,Kerguelen,ATF.4_1,GID_1,
1113,Gabon,Gabon,,GAB,GID_0,
1114,Gabon ~ Estuaire,Gabon,Estuaire,GAB.1_1,GID_1,
1115,Gabon ~ Haut-Ogooué,Gabon,Haut-Ogooué,GAB.2_1,GID_1,
1116,Gabon ~ Moyen-Ogooué,Gabon,Moyen-Ogooué,GAB.3_1,GID_1,
1117,Gabon ~ Ngounié,Gabon,Ngounié,GAB.4_1,GID_1,
1118,Gabon ~ Nyanga,Gabon,Nyanga,GAB.5_1,GID_1,
1119,Gabon ~ Ogooué-Ivindo,Gabon,Ogooué-Ivindo,GAB.6_1,GID_1,
1120,Gabon ~ Ogooué-Lolo,Gabon,Ogooué-Lolo,GAB.7_1,GID_1,
1121,Gabon ~ Ogooué-Maritime,Gabon,Ogooué-Maritime,GAB.8_1,GID_1,
1122,Gabon ~ Wouleu-Ntem,Gabon,Wouleu-Ntem,GAB.9_1,GID_1,
1123,Gambia,Gambia,,GMB,GID_0,
1124,Gambia ~ Banjul,Gambia,Banjul,GMB.1_1,GID_1,
1125,Gambia ~ Central River,Gambia,Central River,GMB.3_1,GID_1,
1126,Gambia ~ Lower River,Gambia,Lower River,GMB.2_1,GID_1,
1127,Gambia ~ North Bank,Gambia,North Bank,GMB.4_1,GID_1,
1128,Gambia ~ Upper River,Gambia,Upper River,GMB.5_1,GID_1,
1129,Gambia ~ Western (Gambia),Gambia,Western (Gambia),GMB.6_1,GID_1,
1130,Georgia,Georgia,,GEO,GID_0,
1131,Georgia ~ Abkhazia,Georgia,Abkhazia,GEO.1_1,GID_1,
1132,Georgia ~ Ajaria,Georgia,Ajaria,GEO.2_1,GID_1,
1133,Georgia ~ Guria,Georgia,Guria,GEO.3_1,GID_1,
1134,Georgia ~ Imereti,Georgia,Imereti,GEO.4_1,GID_1,
1135,Georgia ~ Kakheti,Georgia,Kakheti,GEO.5_1,GID_1,
1136,Georgia ~ Kvemo Kartli,Georgia,Kvemo Kartli,GEO.6_1,GID_1,
1137,Georgia ~ Mtskheta-Mtianeti,Georgia,Mtskheta-Mtianeti,GEO.7_1,GID_1,
1138,Georgia ~ Racha-Lechkhumi-Kvemo Svaneti,Georgia,Racha-Lechkhumi-Kvemo Svaneti,GEO.8_1,GID_1,
1139,Georgia ~ Samegrelo-Zemo Svaneti,Georgia,Samegrelo-Zemo Svaneti,GEO.9_1,GID_1,
1140,Georgia ~ Samtskhe-Javakheti,Georgia,Samtskhe-Javakheti,GEO.10_1,GID_1,
1141,Georgia ~ Shida Kartli,Georgia,Shida Kartli,GEO.11_1,GID_1,
1142,Georgia ~ Tbilisi,Georgia,Tbilisi,GEO.12_1,GID_1,
1143,Germany,Germany,,DEU,GID_0,
1144,Germany ~ Baden-Württemberg,Germany,Baden-Württemberg,DEU.1_1,GID_1,
1145,Germany ~ Bayern,Germany,Bayern,DEU.2_1,GID_1,
1146,Germany ~ Berlin,Germany,Berlin,DEU.3_1,GID_1,
1147,Germany ~ Brandenburg,Germany,Brandenburg,DEU.4_1,GID_1,
1148,Germany ~ Bremen,Germany,Bremen,DEU.5_1,GID_1,
1149,Germany ~ Hamburg,Germany,Hamburg,DEU.6_1,GID_1,
1150,Germany ~ Hessen,Germany,Hessen,DEU.7_1,GID_1,
1151,Germany ~ Mecklenburg-Vorpommern,Germany,Mecklenburg-Vorpommern,DEU.8_1,GID_1,
1152,Germany ~ Niedersachsen,Germany,Niedersachsen,DEU.9_1,GID_1,
1153,Germany ~ Nordrhein-Westfalen,Germany,Nordrhein-Westfalen,DEU.10_1,GID_1,
1154,Germany ~ Rheinland-Pfalz,Germany,Rheinland-Pfalz,DEU.11_1,GID_1,
1155,Germany ~ Saarland,Germany,Saarland,DEU.12_1,GID_1,
1156,Germany ~ Sachsen,Germany,Sachsen,DEU.14_1,GID_1,
1157,Germany ~ Sachsen-Anhalt,Germany,Sachsen-Anhalt,DEU.13_1,GID_1,
1158,Germany ~ Schleswig-Holstein,Germany,Schleswig-Holstein,DEU.15_1,GID_1,
1159,Germany ~ Thüringen,Germany,Thüringen,DEU.16_1,GID_1,
1160,Ghana,Ghana,,GHA,GID_0,
1161,Ghana ~ Ahafo,Ghana,Ahafo,GHA.2_1,GID_1,
1162,Ghana ~ Ashanti,Ghana,Ashanti,GHA.1_1,GID_1,
1163,Ghana ~ Bono East,Ghana,Bono East,GHA.2_1,GID_1,
1164,Ghana ~ Brong-Ahafo,Ghana,Brong-Ahafo,GHA.2_1,GID_1,
1165,Ghana ~ Central (Ghana),Ghana,Central (Ghana),GHA.3_1,GID_1,
1166,Ghana ~ Eastern (Ghana),Ghana,Eastern (Ghana),GHA.4_1,GID_1,
1167,Ghana ~ Greater Accra,Ghana,Greater Accra,GHA.5_1,GID_1,
1168,Ghana ~ North East,Ghana,North East,GHA.6_1,GID_1,
1169,Ghana ~ Northern (Ghana),Ghana,Northern (Ghana),GHA.6_1,GID_1,
1170,Ghana ~ Oti,Ghana,Oti,GHA.9_1,GID_1,
1171,Ghana ~ Savannah,Ghana,Savannah,GHA.6_1,GID_1,
1172,Ghana ~ Upper East,Ghana,Upper East,GHA.7_1,GID_1,
1173,Ghana ~ Upper West,Ghana,Upper West,GHA.8_1,GID_1,
1174,Ghana ~ Volta,Ghana,Volta,GHA.9_1,GID_1,
1175,Ghana ~ Western (Ghana),Ghana,Western (Ghana),GHA.10_1,GID_1,
1176,Ghana ~ Western North,Ghana,Western North,GHA.10_1,GID_1,
1177,Gibraltar,Gibraltar,,GIB,GID_0,
1178,Gibraltar ~ Gibraltar (Gibraltar),Gibraltar,Gibraltar (Gibraltar),GIB,GID_0,
1179,Greece,Greece,,GRC,GID_0,
1180,Greece ~ Agion Oros,Greece,Agion Oros,GRC.2_1,GID_1,
1181,Greece ~ Anatoliki Makedonia Thraki,Greece,Anatoliki Makedonia Thraki,GRC.6_1,GID_1,
1182,Greece ~ Attiki,Greece,Attiki,GRC.3_1,GID_1,
1183,Greece ~ Dytiki Ellada,Greece,Dytiki Ellada,GRC.7_1,GID_1,
1184,Greece ~ Dytiki Makedonia,Greece,Dytiki Makedonia,GRC.5_1,GID_1,
1185,Greece ~ Ionia Nisia,Greece,Ionia Nisia,GRC.7_1,GID_1,
1186,Greece ~ Ipeiros,Greece,Ipeiros,GRC.5_1,GID_1,
1187,Greece ~ Kentriki Makedonia,Greece,Kentriki Makedonia,GRC.6_1,GID_1,
1188,Greece ~ Kriti,Greece,Kriti,GRC.4_1,GID_1,
1189,Greece ~ Notio Aigaio,Greece,Notio Aigaio,GRC.1_1,GID_1,
1190,Greece ~ Peloponnisos,Greece,Peloponnisos,GRC.7_1,GID_1,
1191,Greece ~ Sterea Ellada,Greece,Sterea Ellada,GRC.8_1,GID_1,
1192,Greece ~ Thessalia,Greece,Thessalia,GRC.8_1,GID_1,
